ENSG00000213417	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16679	0	0	0	0	0
ENSG00000232842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112812	0	4.02308	0	0	0	0	0	3.04863	0	0	7.02792	0	0	4.20827	0	0	0	0	0	0	0	1.01	0	32.0658	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128595	129.02	207.01	2.01	25.01	590.872	1253.12	42.02	183.962	335.031	79.0126	0	93.03	172.01	1.01	12.01	254.018	0	353.35	768.101	1.01	251.397	202.03	0	15.8093	69.0208	298.026	1.01	291.457	12.01	222.307	438.026	136.023	511.075	1.01	460.03
ENSG00000136531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.0103	0	0	0	0	0
ENSG00000175220	93.747	0	2.13254	25.9524	153.079	271.994	1.07834	3.01	3.41843	1.0662	72.9735	11.7796	96.5509	4.01	0	30.0109	22.5554	18.5177	167.984	0	0	81.1547	0	10.8434	43.0119	113.017	2.01	18.4798	0	76.2934	24.1631	13.1942	307.116	0	75.0177
ENSG00000168283	0	0	0	39.8395	7.42604	48.01	0	13.0104	163.059	0	0	0	0	13.01	59.01	0	0	6.01	30.01	0	0	37.01	51.01	0	0	6.01012	0	39.0112	0	64.0115	0	0	51.01	0	154.79
ENSG00000228175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000034510	1019	1422.76	130.385	1296.37	2208.63	1813.21	808.281	1835.35	1308.4	67.1597	744.5	95.0657	2738.02	634.873	849.255	375.885	17.01	779.6	1935.27	3.01034	2355.24	537.626	1305.52	503.239	1286.33	2250.49	278.018	1002.32	96.2933	3055.78	3193.52	2517.3	1626.81	1152.66	1240.1
ENSG00000277514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0
ENSG00000100652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258472	0	15.1952	0	5.25366	4.08714	0	0	0	2.07883	0	0	0	1.19252	0	0	1.06606	0	0	0	1.08565	0	0	0	0	0	0	0	1.42445	0	0	0	0	1.20766	0	2.04369
ENSG00000174684	0	0	0	128.01	30.01	57.01	0	10.01	0	0	0	0	0	0	1.01	0	0	1.01	21.01	0	0	0	0	0	0	0	0	126.01	0	6.01	0	0	0	0	0
ENSG00000226356	1.01	0	0	0	0	0	0	0	0	0	2.12599	0	1.03031	1.01	0	0	0	1.20915	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0
ENSG00000131652	25.02	0	0	3.31984	148.01	13.01	0	0	24.01	69.02	0	0	166.04	49.01	0	1.01	0	112.03	202.02	0	0	38.02	0	0	0	0	0	0	65.0152	0	6.01	0	0	0	28.01
ENSG00000107185	0	0	0	0	3.65342	6.01	0	2.01	4.16424	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	2.02372	0	0	0	0	0	0	1.01	0	0	0	1.01
ENSG00000248449	0	1.02355	1.21478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47083	0	0	0	0	1.01	0	0	0	0	1.01	0	0	0	0	0	0
ENSG00000119314	56.02	2.02133	5.0252	0	36.01	69.01	0	0	0	0	66.01	0	0	6.01	0	24.2409	0	4.02	2.01	0	18.0488	46.467	0	0	1.01	3.01	0	0	0	1.01	55.0301	12.9104	82.7587	0	2.50031
ENSG00000196652	3.16012	3.95694	0	4.01839	55.01	49.01	1.23726	2.01649	34.02	0	85.0128	21.5095	0	2.01	54.0874	33.8811	5.47522	1.01	0	6.08796	77.8574	22.02	0	0	0	11.0197	0	0	5.02196	0	0	1.621	1.01	9.03889	2.01445
ENSG00000100568	1.01	0	1.01	2.01	1.01	172.979	0	58.0799	136.489	0	49.02	0	0	4.01	96.0301	0	0	23.02	228.084	0	0	0	1.01	0	0	74.0401	2.01	77.0095	1.01	128.04	29.02	2.01	76.02	0	185.03
ENSG00000108468	225.026	1.01	12.0108	1.01004	15.01	27.0177	0	4.01	0	0	53.8042	0	0	9.01052	0	63.9627	117.368	4.01	41.0113	0	24.01	6.04543	0	0	2.01	48.01	0	167.029	0	10.0104	9.02	0	183.01	0	62.1272
ENSG00000176566	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0
ENSG00000130349	0	65.01	0	1.01	78.0352	14.01	0	1.01	112.022	63.02	55.02	14.0217	178.254	1.01	91.02	0	0	2.01	127.034	0	62.0191	21.02	0	1.01	0	68.0274	5.01281	7.01	415.02	0	122.933	0	49.01	0	0
ENSG00000113163	117.02	1.01	18.01	90.01	0	32.01	1.03382	10.228	0	224.861	0	1.10075	0	0	0	21.01	9.01	1.01	0	0	20.01	0	0	0	0	0	22.0258	0	1.03631	0	0	129.01	121.02	0	7.01
ENSG00000155760	0	23.0105	0	0	65.0118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507.01	15.01	0	0	0	0	0	0	0	116.01	0	0	0	0	0
ENSG00000125266	0	0	0	0	0	106.013	122.01	41.01	0	0	344.017	202.022	0	0	0	459.05	0	2.01	2.01	0	0	0	0	4.01	0	0	0	0	376.017	13.0102	1.01	0	3.01	0	0
ENSG00000227666	0	0	0	0	0	0	0	0	0	0	0	0	44.7744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107404	0	0	0	0	33.01	0	1.01	9.01	6.01	0	0	0	0	0	9.01	0	0	1.01	0	0	0	0	6.01	0	22.01	43.0115	0	0	0	135.025	0	0	0	0	0
ENSG00000105829	0	0	4.0531	20.01	72.01	2.02	0	9.01	0	69.4651	206.01	134.681	0	11.3542	0	134.01	133.01	11.01	22.01	460.03	35.0223	2.16575	56.9916	161.01	19.0137	79.01	0	2.01	18.01	5.34819	95.01	368.01	0	151.02	18.02
ERCC-00040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01
ENSG00000160111	0	2.01	3.01	2.1453	0	0	2.05271	0	0	17.02	0	2.89442	1.74851	0	4.01	0	6.0101	2.01	8.63667	7.85312	0	2.02	3.58034	8.08151	0	9.15334	0	120.02	14.7168	8.02537	0	0	0	1.01	0
ENSG00000169026	0	0	0	0	0	0	0	0	0	0	10.5283	0	0	0	0	0	0	0	1.01	0	0	0	1.01	0	0	4.01	36.0129	27.01	0	1.01	0	0	0	0	0
ENSG00000196220	9.84865	75.838	6.01	2.09566	0	0	0	1.01	49.2738	1.50141	1.01	0	11.02	1.01	0	3.04498	0	2.02067	1.01044	0	0	1.01	4.03	2.01397	2.01	1.02967	2.01	14.0062	20.2301	1.01	1.01	2.22712	189.727	6.04897	3.01
ENSG00000131238	256.032	231.01	111.01	347.069	126.076	334.01	0	2.43734	438.036	0	302.021	0	294.01	0	0	0	0	133.015	747.048	0	0	0	2.01	0	0	0	1.01	6.01	0	2.01	20.01	0	376.01	0	110.026
ENSG00000088451	37.0132	0	0	45.01	0	25.01	232.02	0	294.01	0	0	0	0	43.02	0	0	0	7.01	1.01	0	96.0148	0	0	0	0	0	0	156.02	104.02	228.02	4.01	366.01	0	0	37.02
ENSG00000099330	0	0	1.03735	1.01	0	0	0	4.59591	20.02	0	0	0	0	0	0	0	0	0	0	1.02	0	0	0	0	0	0	2.01	0	0	122.02	0	0	0	0	3.01
ENSG00000155792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218890	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	13.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101146	199.01	274.789	0	4.38417	194.019	136.035	0	8.26123	988.992	0	256.02	0	390.02	47.04	0	89.02	0	15.474	239.025	0	177.025	179.03	0	0	0	60.0234	1.01	128.02	14.02	17.01	15.9573	16.4596	209.02	0	489.206
ENSG00000105053	54.03	0	0	90.2073	0	0	11.01	0	0	3.01013	147.01	1.05656	0	3.07253	0	5.73531	2.01313	2.01	8.02	16.8682	1.01395	0	2.84075	0	8.70778	1.01	3.98721	2.04832	2.16767	159.089	3.01	1.01	0	12.2231	4.01
ENSG00000121671	0	1.01863	0	0	0	0	0	68.01	182.023	0	0	0	0	0	0	0	1.20301	1.01	104.031	0	0	3.01	1.01	0	0	0	0	0	20.01	0	4.01	7.35233	326.03	0	9.02
ENSG00000197550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100577	1.01	0	0	3.1871	6.03484	23.0199	4.2435	1.01	1.78744	1.03832	0	1.01	2.01055	4.01	0	1.02958	3.01	1.01	6.01	0	4.01	3.12367	2.26676	0	3.12219	0	0	0	0	4.18565	0	3.01187	0	3.2897	2.36267
ENSG00000241002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078114	0	0	0	0	0	0	0	0	0	5.01	0	3.01	0	0	0	6.42141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167553	307.124	799.682	1.20462	200.702	398.858	1236.2	3.06369	164.754	619.842	1.02062	150.585	2.07245	427.05	12.011	7.56689	144.973	133.945	221.916	130.423	23.9355	881.323	445.759	5.06015	716.153	598.963	667.493	1.47611	2.08736	250.288	152.001	504.232	9.28393	816.077	4.09738	722.697
ENSG00000181852	188.378	3.06308	0	1.01504	0	0	0	0	3.02638	0	0	15.4435	0	1.0983	0	68.013	0	2.01763	1.01295	0	24.0474	0	1.01159	0	0	0	0	1.01661	0	3.3811	9.33907	0	0	150.248	0
ENSG00000082258	205.05	33.02	0	84.01	155.033	60.03	84.01	46.02	234.049	5.01	0	0	33.02	2.01077	6.01	72.02	0	226.034	0	0	6.01	27.02	0	0	0	186.023	0	0	73.02	134.02	15.03	224.02	175.04	0	0
ENSG00000273554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116062	1.01	2.40271	95.02	24.02	138.379	7.03227	125.729	102.636	403.906	0	157.022	0	190.533	4.01	169.521	66.038	1.12057	20.0374	138.26	1.08757	10.02	195.685	108.855	0	83.9789	163.576	73.8633	186.277	0	15.06	162.025	1.1158	554.146	93.7909	145.451
ENSG00000282842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186577	13.02	8.02	5.01	261.05	185.736	241.06	44.036	272.083	0	0	0	0	0	0	0	91.02	0	8.01	19.02	0	2.01	38.04	79.02	0	0	231.078	0	3.01	0	126.02	8.02	0	0	0	15.02
ENSG00000197943	0	0	9.01014	0	5.01	0	0	0	1.01	2.01	3.01	7.01006	0	4.01	0	0	0	0	1.01	0	0	0	0	11.8125	0	0	0	0	62.628	1.01	0	6.01	7.01	0	0
ENSG00000154222	1.01	2.33631	0	0	7.1169	30.01	0	5.04749	3.66449	1.01	0	13.1366	0	2.02153	0	0	5.05104	5.76167	22.0451	1.01	0	0	0	0	0	46.02	6.01	0	0	2.13778	4.01	0	2.03743	13.01	62.01
ENSG00000047315	134.02	96.01	0	1.01	126.529	183.025	0	2.01	255.04	0	197.01	0	0	0	118.02	0	0	76.01	24.01	89.3174	140.018	62.03	0	2.01	0	43.5586	35.01	88.02	0	198.292	250.976	284.023	97.01	315.02	112.02
ENSG00000186281	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143217	0	4.01	0	0	0	0	0	0	0	0	0	0	0	3.80989	0	0	0	0	0	2.01	0	1.01	0	0	0	8.01	0	0	1.01	0	0	0	1.01	0	0
ENSG00000162636	3.01373	0	0	0	0	43.01	0	0	0	9.24656	0	0	0	3.08161	0	5.02792	16.01	0	0	5.08782	0	1.05111	0	7.01	0	0	0	0	6.01097	0	1.37774	2.05309	1.01	0	0
ENSG00000115159	49.02	0	73.02	0	3.01	71.03	8.01	5.02	0	0	0	0	148.015	0	0	44.02	0	27.02	2.01	0	1.01	20.01	0	0	14.01	105.06	1.01	21.02	1.01	2.01	4.01	0	0	0	0
ENSG00000044115	201.706	77.0233	88.027	128.033	0	495.08	0	74.0259	223.02	62.03	129.025	879.154	2.07907	106.03	128.04	19.1403	2.01	27.01	119.228	116.01	51.9786	174.051	13.0107	2.01	46.0118	462.03	5.01581	0	4.01	380.041	30.03	410.01	575.002	122.01	284.04
ENSG00000088766	0	0	0	2.01	13.01	18.02	1.01574	40.02	37.02	46.01	0	0	1.29441	93.0276	0	143.986	0	2.01	14.02	0	0	10.01	28.02	0	21.2664	24.01	0	0	61.01	5.02	8.18551	88.8916	0	0	0
ENSG00000198211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143457	0	0	0	0	0	0	0	1.01	1.01	0	0	0	0	0	0	1.01044	0	0	11.0811	0	0	28.0121	0	0	0	6.01	0	0	0	3.01007	3.01	6.33975	0	1.01	24.01
ENSG00000132612	68.6835	1.01	20.01	180.726	1.01	40.175	0	94.6546	145.385	107.2	0	1.093	283.232	0	2.02	70.4158	2.00933	12.7982	66.2558	0	8.82586	60.8757	0	0	0	53.0214	0	0	0	22.5247	247.666	1.01	0	269.553	2.01
ENSG00000163481	178.035	0	57.01	197.027	96.01	2.01	0	0	137.01	107.02	116.01	36.01	0	10.01	1.01	126.01	366.02	9.01	243.01	0	0	39.01	0	0	0	0	0	128.01	1.01	22.011	0	0	0	290.01	0
ENSG00000240590	0	0	0	0	0	0	0	0	1.09837	0	0	0	9.01	0	0	0	2.03431	0	1.01271	3.47586	0	0	0	1.01013	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145868	2.01	0	60.0125	13.7207	0	54.01	29.01	0	1.01	127.02	0	103.02	24.01	3.01	0	63.0215	0	27.0201	25.02	0	0	74.02	0	0	0	39.02	0	0	0	23.9956	7.01	0	0	248.01	0
ENSG00000070669	0	272.04	0	0	0	47.02	1.01	34.01	0	0	0	0	0	0	0	0	0	3.01	80.02	0	17.01	31.03	0	0	0	0	0	2.01	0	1.01	2.01	0	0	0	3.59395
ENSG00000219451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178585	0	0	0	0	3.01	4.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	1.01	1.01	0	0	0	0
ENSG00000198899	7065.32	15217.4	5026.46	5359.42	6235.9	3032.33	14380.2	7679.99	11562.4	8269.89	12554.4	9072.68	10272.4	9476.99	12354.2	12551.6	14844.7	8255.62	14371.8	19737.3	8564.12	3444.54	7831.88	16778.7	4977.8	8403.62	14396.4	9729.53	18035.8	10677.6	14122.4	23175.4	4723.65	13634.5	2440.45
ENSG00000184730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077312	1.01	0	0	23.01	70.01	12.01	213.02	26.01	44.01	4.15672	0	0	0	0	63.01	10.01	0	7.02	95.01	1.01	157.03	67.01	0	0	64.01	121.01	141.01	162.02	0	8.01	49.02	108.01	131.02	299.033	30.01
ENSG00000234397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132275	88.6822	3.11253	1.01	0	71.9284	44.02	35.0224	0	148.03	1.01727	142.338	16.0116	0	5.01	0	12.3607	9.47978	7.59968	1.01051	1.0126	0	50.03	47.03	0	0	15.03	2.03351	0	104.336	0	364.108	56.01	15.0133	84.4379	143.053
ENSG00000237628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.01	0
ENSG00000204160	0	0	94.01	0	0	0	0	0	131.01	0	0	0	0	0	0	0	0	1.01	0	9.01	0	0	0	0	0	1.01	0	0	0	0	0	0	93.01	0	0
ENSG00000115310	250.444	152.429	111.733	77.0306	282.359	198.056	129.01	261.01	149.684	105.02	377.04	177.019	308.999	39.0158	131.01	79.0245	0	117.026	260.41	319.338	307.021	129.02	56.02	164.18	204.044	528.109	75.0144	127.038	1.01	573.065	35.03	106.02	132.04	1.01	216.031
ENSG00000119669	0	0	0	1.01	1.01	12.01	14.6761	0	19.0103	0	4.01008	1.01	0	0	1.01517	35.7385	0	13.01	2.01002	1.01002	5.0554	1.01	28.01	2.01003	18.0106	0	0	7.01	21.01	0	1.01	5.01	31.011	85.5112	9.01
ENSG00000240427	0	0	0	0	0	0	0	0	0	0	0	0	0	9.63426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186063	0	0	6.01	0	305.01	99.014	0	57.012	76.01	0	0	0	0	1.01	154.022	42.0114	0	1.01	45.02	0	75.0286	79.01	0	0	63.01	307.01	0	0	0	1.01	0	206.01	0	0	0
ENSG00000180376	0	5.01	133.104	0	0	82.02	46.6925	5.01	6.17729	1.01	0	12.4527	0	4.01	112.04	14.0594	1.01108	0	8.01	1.77427	10.3182	38.05	0	0	6.02	0	0	45.02	186.07	31.458	2.01	1.01	125.134	85.0401	12.807
ENSG00000010319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.01	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074356	203.784	96.2825	19.2627	131.23	116.02	2.01	52.3669	6.31224	147.04	2.02272	29.039	0	1.01	72.34	79.6467	0	7.28281	5.26808	22.1576	3.1056	0	34.1339	91.8822	0	0	57.7375	1.05217	191.244	0	22.03	100.695	0	0	7.11171	10.5349
ENSG00000241484	3.01	0	3.01	0	0	4.90672	0	0	0	0	0	0	1.31183	1.09073	0	0	0	0	0	0	0	0	0	4.01	0	0	0	5.82719	2.01	2.0578	1.29637	0	0	0	0
ENSG00000145861	0	2.01324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01215	0	105.019	0	0	0	0	0	0	0	0	0	0	0	0	0	79.01	0	0
ENSG00000007384	89.01	0	0	0	0	42.0119	0	0	0	0	0	0	159.064	0	0	0	1.01	0	8.01	0	76.02	0	0	0	73.02	0	0	0	0	72.0292	3.01	0	0	0	0
ENSG00000261457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129559	100.094	10.6029	0	106.337	296.475	285.207	178.305	193.342	353.338	4.41989	190.415	90.01	373.505	114.234	49.6541	125.353	1.22761	82.0502	130.285	18.5189	191.834	48.096	25.0299	0	106.061	280.23	7.57648	55.0383	8.23498	205.422	97.2321	94.0324	34.261	0	242.452
ENSG00000186051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254893	0	0	0	0	0	0	0	0	0	0	0	0	0	13.521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256683	96.02	0	109.01	38.02	77.01	0	0	0	21.0228	0	84.0268	220.03	0	0	0	3.01	1.01046	0	2.01	0	14.02	0	0	111.01	0	0	0	1.01	0	0	0	0	131.03	0	78.01
ENSG00000233892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01	0
ENSG00000233782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000081985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	1.01	0	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148229	141.041	35.01	116.01	0	105.013	96.0159	15.0107	7.02029	85.01	11.01	0	0	262.016	1.01	2.01	109.686	1.01	14.01	122.014	0	36.0115	104.02	3.01	0	23.01	39.01	0	228.01	0	35.0217	34.0432	0	343.01	0	78.0334
ENSG00000143545	5.01	71.02	1.73137	2.01	120.02	14.01	0	75.0269	5.01	7.01	0	8.23039	6.47624	10.01	9.01121	0	6.60184	3.02	30.9354	0	5.01	51.1653	9.01	2.01007	10.0116	346.257	0	0	1.01	9.06084	156.032	6.83548	0	16.01	101.03
ENSG00000197213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092470	0	0	6.30973	108.018	3.01	20.01	7.01	11.0211	6.30821	0	0	0	85.0127	0	0	45.6028	0	8.89255	87.4053	1.02691	0	44.01	0	5.69885	3.01	9.20175	2.31568	73.8927	0	9.01	8.02981	225.363	164.849	0	91.0233
ENSG00000180662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119688	0	2.57839	5.01	0	0	5.02	144.141	70.0829	197.081	0	4.01	2.11005	0	19.0111	0	1.01961	0	3.01	2.01	0	15.2388	3.13826	1.01	0	82.0501	12.035	0	0	1.13593	0	8.01	30.2575	0	0	57.0292
ENSG00000149328	0	0	0	0	0	0	0	0	0	1.03632	0	0	0	0	0	0	3.08354	0	0	0	0	0	0	0	0	0	5.16884	1.02384	4.07274	0	0	1.0282	0	0	3.01337
ENSG00000204291	0	0	3.66498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07429	0	0	0	0	0	0	0	9.01012	0	0	0	0	0	0
ENSG00000170989	137.01	177.025	0	36.01	295.031	60.02	187.02	4.01	1384.2	6.01	227.018	0	226.01	5.01	0	35.02	0	55.0214	654.02	0	75.02	169.522	24.02	0	105.024	36.02	1.01	171.01	34.02	882.105	553.02	381.96	434.02	59.01	0
ENSG00000108381	4.01	0	5.01	3.05285	6.36625	4.99382	0	7.11699	5.40693	0	13.6696	4.01	0	10.4113	25.5532	7.99461	36.0529	41.6952	9.35234	34.3132	11.4798	3.01995	36.3008	1.01266	12.4901	17.2201	27.2292	14.14	0	1.01482	20.6587	0	0	12.8343	22.6554
ENSG00000162739	0	4.01532	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14602	0	0	6.01	0	1.01	0	0	0	0	7.26572	0	0	0	0	0	0
ENSG00000182118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	1.01	0	0	0	0	0	0	76.01	0	0
ENSG00000139168	33.01	0	0	29.02	44.01	102.026	0	24.02	72.0392	0	53.0222	0	53.0123	0	4.01	0	0	9.01	10.01	33.01	0	41.03	4.01	0	24.02	131.016	0	67.0192	170.906	3.01	85.02	0	15.01	0	0
ENSG00000198939	0	0	0	0	0	0	0	0	0	0	0	0	7.9094	0	0	0	0	2.01	0	0	0	0	0	0	1.1721	0	0	0	0	0	0	0	0	0	0
ENSG00000124164	0	31.0108	0	143.959	0	45.0577	0	48.5112	22.01	0	0	0	4.01	91.0114	0	0	0	2.01	11.02	0	0	48.03	5.01	0	61.01	37.03	0	148.02	6.02	96.5044	2.01	112.326	113.01	140.227	15.03
ENSG00000212961	0	4.47876	0	0	0	0	2.01942	0	0	0	0	0	0	0	0	0	0	0	0	7.58596	0	0	0	7.09817	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136834	0	0	0	0	0	0	8.75332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02137	0	0	0
ENSG00000260471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.8645	0	0	0	0	0	0
